ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-592,2023,2,2,0,Ametista,7.935466667,6.2,9.2,3.77,7.916666667,7.6,8.95,10.0,5.5,9.7,,Feminino,11.0,2020,Privada,,,3.0,Em fase/Avancado,0
RA-602,2023,2,3,-1,Topázio,8.5592,10.0,9.6,7.52,8.75,8.1,9.51,5.0,7.3,8.8,,Masculino,12.0,2019,Pública,,,3.0,Moderada,1
RA-666,2023,2,2,0,Topázio,8.720366667,9.5,9.1,7.52,8.541666667,7.1,9.62,10.0,6.7,7.5,,Masculino,,2022,Pública,,,3.0,Em fase/Avancado,0
RA-667,2023,2,3,-1,Ágata,6.774866667,9.0,6.9,6.89,7.083333333,5.2,7.836666667,5.0,3.0,7.3,,Masculino,12.0,2021,Pública,,,3.0,Moderada,1
RA-422,2023,2,3,-1,Quartzo,5.57,0.0,7.8,7.52,6.666666667,4.4,6.106666667,5.0,3.0,5.7,,Masculino,,2022,Pública,,,3.0,Moderada,1
RA-595,2023,2,3,-1,Quartzo,5.078666667,0.0,7.0,7.52,6.666666667,3.3,5.55,5.0,3.2,3.3,,Masculino,,2018,Pública,,,3.0,Moderada,1
RA-423,2023,2,3,-1,Ágata,6.607533333,8.0,8.7,6.89,7.083333333,3.4,7.45,5.0,2.3,4.5,,Feminino,13.0,2022,Pública,,,3.0,Moderada,1
RA-669,2023,2,2,0,Ametista,7.345033333,8.5,7.8,7.52,7.708333333,5.0,7.06,10.0,3.3,6.7,,Masculino,11.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-670,2023,2,2,0,Topázio,8.6067,9.5,8.7,7.52,8.958333333,7.0,9.343333333,10.0,5.8,8.2,,Feminino,,2022,Pública,,,3.0,Em fase/Avancado,0
RA-609,2023,2,3,-1,Ágata,6.463033333,9.5,6.4,7.52,6.875,5.3,6.216666667,5.0,3.2,7.3,,Masculino,,2019,Pública,,,3.0,Moderada,1
RA-326,2023,3,3,0,Topázio,8.65075,9.6,9.4,3.14,9.0625,8.2,9.76,10.0,8.3,7.5,8.8,Feminino,13.0,2022,Privada,,,4.0,Em fase/Avancado,0
RA-179,2023,3,3,0,Topázio,8.437641667,8.8,9.4,7.52,8.59375,6.4,8.9225,10.0,8.7,6.3,4.3,Masculino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1143,2023,3,5,-2,Ágata,6.445933333,8.8,7.0,6.26,7.5,5.3,6.2075,5.0,6.0,6.3,3.5,Feminino,15.0,2023,Pública,,,4.0,Severa,1
RA-330,2023,3,5,-2,Ágata,6.084875,9.6,7.2,6.89,6.71875,3.3,5.8275,5.0,3.8,3.8,2.3,Feminino,,2018,Pública,,,4.0,Severa,1
RA-332,2023,3,4,-1,Topázio,8.002591667,9.2,8.4,8.76,8.28125,6.8,9.175,5.0,6.3,7.7,6.5,Masculino,,2017,Privada - Programa de Apadrinhamento,,,4.0,Moderada,1
RA-199,2023,3,4,-1,Ametista,7.892341667,9.2,7.6,7.51,7.96875,8.5,8.505,5.0,8.2,8.2,9.2,Masculino,,2022,Privada,,,4.0,Moderada,1
RA-1144,2023,3,3,0,Ametista,7.410625,0.0,9.4,5.02,8.28125,8.0,8.0025,10.0,7.0,8.2,8.8,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-352,2023,3,3,0,Ametista,7.840341667,9.2,8.1,6.26,7.96875,7.2,7.17,10.0,8.2,6.0,7.5,Masculino,12.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-1145,2023,3,2,1,Ametista,7.484375,0.0,9.5,4.39,8.59375,7.8,8.63,10.0,7.7,7.7,8.0,Feminino,11.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1146,2023,3,4,-1,Ágata,6.689583333,9.6,8.8,6.26,7.1875,3.7,6.965,5.0,5.0,3.3,2.7,Feminino,14.0,2023,Pública,,,4.0,Moderada,1
RA-331,2023,3,3,0,Ametista,7.039791667,9.6,8.6,2.52,7.03125,5.2,6.7975,10.0,5.7,4.8,5.2,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-227,2023,3,3,0,Ametista,7.722125,9.6,7.5,5.63,8.28125,6.9,7.4625,10.0,7.2,6.5,7.0,Masculino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-247,2023,3,3,0,Ametista,7.221958333,0.0,8.5,7.52,8.28125,7.2,7.5425,10.0,6.5,6.7,8.3,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-343,2023,3,5,-2,Ágata,6.779591667,9.2,7.2,6.26,7.65625,5.7,6.9225,5.0,4.5,6.7,6.0,Masculino,,2020,Pública,,,4.0,Severa,1
RA-1147,2023,3,4,-1,Ametista,7.072983333,8.3,8.3,6.26,7.1875,6.7,7.0075,5.0,5.0,7.5,7.5,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-345,2023,3,4,-1,Ágata,6.534766667,8.8,6.8,6.26,8.125,4.6,7.1725,5.0,5.7,5.7,2.5,Masculino,,2021,Pública,,,4.0,Moderada,1
RA-336,2023,3,4,-1,Quartzo,5.887708333,0.0,7.5,6.89,7.34375,5.1,7.255,5.0,6.7,5.2,3.3,Masculino,14.0,2016,Pública,,,4.0,Moderada,1
RA-346,2023,3,2,1,Ametista,7.305541667,0.0,9.4,8.14,7.96875,6.2,7.84,10.0,6.7,5.5,6.5,Masculino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1148,2023,3,2,1,Ametista,7.227866667,7.9,8.6,3.77,7.5,5.7,7.2125,10.0,5.7,5.3,6.2,Feminino,11.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1149,2023,3,4,-1,Ametista,7.410108333,8.3,9.8,2.52,7.96875,7.2,8.1725,5.0,6.0,6.8,8.7,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-1150,2023,3,6,-3,Ametista,7.076008333,9.2,9.8,2.52,7.96875,6.7,7.835,2.5,7.0,6.5,6.5,Masculino,16.0,2023,Pública,,,4.0,Severa,1
RA-1151,2023,3,3,0,Ametista,7.829958333,7.5,9.5,2.52,7.65625,8.3,7.545,10.0,7.3,8.8,8.7,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-356,2023,3,3,0,Ágata,6.452008333,9.2,8.5,2.52,6.09375,3.4,6.5025,10.0,4.3,4.5,1.3,Masculino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-1152,2023,3,4,-1,Ágata,6.544916667,0.0,9.4,5.0,7.8125,6.8,7.585,5.0,6.7,6.0,7.8,Masculino,,2023,Pública,,,4.0,Moderada,1
RA-221,2023,3,5,-2,Ágata,6.959916667,9.6,9.0,5.0,7.1875,5.0,7.38,5.0,5.5,4.8,4.8,Masculino,15.0,2022,Pública,,,4.0,Severa,1
RA-359,2023,3,3,0,Ametista,7.627125,9.6,9.2,2.52,7.65625,5.8,8.255,10.0,6.0,6.7,4.7,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-360,2023,3,3,0,Quartzo,5.790875,0.0,7.3,2.52,7.34375,4.3,7.4225,10.0,5.3,4.8,2.8,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-338,2023,3,3,0,Topázio,8.287441667,8.3,9.1,7.52,8.59375,6.7,8.38,10.0,8.7,7.0,4.5,Masculino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-339,2023,3,3,0,Ametista,7.377583333,0.0,8.9,7.52,7.8125,7.1,8.255,10.0,7.7,5.7,7.8,Feminino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-353,2023,3,3,0,Topázio,8.309016667,8.8,9.9,2.52,7.8125,8.4,8.67,10.0,8.5,7.3,9.5,Feminino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1153,2023,3,4,-1,Ametista,7.968658333,7.9,10.0,7.52,7.65625,7.2,8.63,5.0,6.7,7.8,7.0,Feminino,14.0,2023,Pública,,,4.0,Moderada,1
RA-183,2023,3,4,-1,Ametista,7.586241667,7.9,9.7,2.52,7.96875,7.7,8.795,5.0,7.0,8.0,8.2,Feminino,14.0,2022,Pública,,,4.0,Moderada,1
RA-342,2023,3,5,-2,Ametista,7.539875,7.5,8.6,7.52,7.96875,6.6,8.505,5.0,6.3,7.8,5.7,Feminino,15.0,2021,Pública,,,4.0,Severa,1
RA-187,2023,3,3,0,Ametista,7.809875,7.5,9.9,2.52,7.96875,6.9,8.255,10.0,7.3,8.7,4.7,Feminino,13.0,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-190,2023,3,4,-1,Ágata,6.934158333,7.9,9.5,2.52,7.65625,5.7,7.9575,5.0,5.8,5.2,6.0,Feminino,14.0,2022,Pública,,,4.0,Moderada,1
RA-347,2023,3,3,0,Ametista,7.61835,6.7,9.5,2.52,7.8125,7.3,7.7925,10.0,6.7,6.2,9.0,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-234,2023,3,3,0,Ágata,6.248741667,6.7,8.0,2.52,4.84375,5.6,5.595,10.0,6.3,5.3,5.3,Masculino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1154,2023,3,3,0,Ametista,7.701125,9.6,9.3,5.63,7.65625,5.1,7.67,10.0,5.3,5.0,5.0,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-249,2023,3,5,-2,Quartzo,5.444625,0.0,8.2,5.0,5.15625,4.9,6.545,5.0,6.2,5.3,3.2,Masculino,,2017,Pública,,,4.0,Severa,1
RA-380,2023,3,4,-1,Quartzo,4.912375,0.0,6.4,2.52,6.71875,4.5,6.5425,5.0,7.0,4.0,2.5,Masculino,14.0,2017,Pública,,,4.0,Moderada,1
RA-250,2023,3,3,0,Ametista,7.598208333,0.0,9.3,5.63,7.96875,8.3,8.625,10.0,7.7,8.8,8.3,Feminino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-367,2023,3,3,0,Ametista,7.38685,8.8,8.7,2.52,7.8125,5.9,7.7925,10.0,7.0,5.5,5.2,Feminino,12.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-1155,2023,3,4,-1,Ametista,7.821633333,9.2,9.2,5.63,7.5,8.0,8.2925,5.0,6.7,8.2,9.0,Feminino,14.0,2023,Pública,,,4.0,Moderada,1
RA-1156,2023,3,3,0,Ametista,7.340775,8.3,9.2,2.52,7.96875,5.3,7.7925,10.0,6.2,6.0,3.7,Feminino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-368,2023,3,4,-1,Quartzo,5.796458333,0.0,7.7,2.52,7.03125,6.7,7.34,5.0,5.0,7.2,7.8,Masculino,,2018,Pública,,,4.0,Moderada,1
RA-387,2023,3,4,-1,Quartzo,4.794333333,0.0,6.8,2.52,6.875,3.0,7.0075,5.0,4.3,2.8,1.8,Masculino,14.0,2019,Pública,,,4.0,Moderada,1
RA-388,2023,3,5,-2,Quartzo,5.630833333,0.0,7.4,5.63,6.875,4.2,7.835,5.0,6.0,4.3,2.2,Feminino,15.0,2019,Pública,,,4.0,Severa,1
RA-374,2023,3,3,0,Ametista,7.533891667,8.8,8.3,5.63,7.65625,5.4,7.9175,10.0,6.3,6.3,3.7,Feminino,13.0,2021,Privada,,,4.0,Em fase/Avancado,0
RA-377,2023,3,3,0,Ametista,7.205041667,9.6,7.6,5.0,7.34375,4.8,7.6275,10.0,6.0,5.7,2.8,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-223,2023,3,4,-1,Quartzo,5.089833333,0.0,4.5,7.52,7.5,3.8,7.1725,5.0,5.5,4.0,1.8,Feminino,14.0,2022,Pública,,,4.0,Moderada,1
RA-236,2023,3,3,0,Ametista,7.337116667,10.0,7.5,7.52,7.1875,4.5,7.2975,10.0,6.3,4.0,3.3,Feminino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-362,2023,3,3,0,Ágata,6.392625,0.0,7.5,7.52,7.03125,5.1,7.0875,10.0,5.7,6.8,2.8,Feminino,13.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-381,2023,3,4,-1,Quartzo,5.758041667,0.0,8.4,6.89,7.34375,3.9,6.84,5.0,5.3,5.3,1.2,Masculino,,2018,Pública,,,4.0,Moderada,1
RA-364,2023,3,3,0,Ametista,7.734891667,8.8,9.0,6.89,7.03125,5.8,7.505,10.0,8.0,5.2,4.3,Masculino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-382,2023,3,5,-2,Ágata,6.223833333,0.0,9.4,6.26,7.5,5.2,7.1725,5.0,5.0,5.8,4.7,Masculino,15.0,2017,Pública,,,4.0,Severa,1
RA-383,2023,3,3,0,Ametista,7.5408,9.2,8.8,3.14,7.5,6.5,7.5,10.0,6.3,6.2,7.0,Masculino,12.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-384,2023,3,3,0,Ágata,6.757958333,0.0,9.1,2.52,7.65625,7.3,7.335,10.0,6.3,7.2,8.3,Feminino,,2017,Pública,,,4.0,Em fase/Avancado,0
RA-1157,2023,3,4,-1,Ametista,7.086633333,9.2,8.8,6.26,7.5,5.7,7.0025,5.0,5.0,6.3,5.7,Masculino,14.0,2023,Pública,,,4.0,Moderada,1
RA-386,2023,3,4,-1,Quartzo,5.758425,9.2,7.0,2.52,7.03125,3.3,6.6325,5.0,5.0,3.7,1.2,Masculino,,2019,Pública,,,4.0,Moderada,1
RA-260,2023,3,3,0,Topázio,8.080008333,9.2,9.9,7.52,7.34375,6.1,7.4175,10.0,6.3,5.2,6.7,Feminino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-390,2023,3,3,0,Ágata,6.905741667,7.9,8.8,2.52,7.34375,4.8,7.005,10.0,5.7,5.8,3.0,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1158,2023,3,4,-1,Ágata,6.306666667,7.5,8.6,2.52,7.5,4.3,7.34,5.0,5.3,5.0,2.7,Feminino,14.0,2023,Pública,,,4.0,Moderada,1
RA-391,2023,3,3,0,Ágata,6.5107,7.9,7.5,2.52,7.5,3.5,7.585,10.0,4.2,5.0,1.3,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1159,2023,3,3,0,Quartzo,5.913883333,5.8,6.6,2.52,7.1875,3.1,7.1325,10.0,5.2,1.5,2.5,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-392,2023,3,5,-2,Ágata,6.567208333,9.6,9.5,2.52,6.09375,4.6,7.17,5.0,6.2,4.7,2.8,Masculino,15.0,2022,Pública,,,4.0,Severa,1
RA-1160,2023,3,3,0,Ágata,6.636166667,9.6,8.7,2.52,6.875,2.7,7.2575,10.0,4.8,2.7,0.7,Masculino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1161,2023,3,3,0,Ametista,7.317791667,6.3,8.1,2.52,8.28125,6.3,8.63,10.0,7.3,6.5,5.2,Feminino,,2023,Pública,,,4.0,Em fase/Avancado,0
RA-395,2023,3,3,0,Ametista,7.469175,9.2,8.6,2.52,7.96875,6.0,7.9175,10.0,6.7,5.3,6.0,Feminino,12.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-450,2023,3,4,-1,Ágata,6.819625,9.6,8.4,2.52,7.65625,5.4,7.9175,5.0,7.0,6.5,2.7,Masculino,14.0,2021,Pública,,,4.0,Moderada,1
RA-463,2023,3,3,0,Ágata,6.382383333,9.2,5.4,2.52,7.8125,4.0,7.795,10.0,6.3,4.3,1.3,Feminino,13.0,2020,Pública,,,4.0,Em fase/Avancado,0
RA-298,2023,3,4,-1,Ágata,6.824333333,9.6,8.6,2.52,7.5,5.5,7.7525,5.0,7.7,4.5,4.2,Masculino,14.0,2019,Pública,,,4.0,Moderada,1
RA-464,2023,3,4,-1,Ágata,6.081675,9.2,7.7,2.52,7.96875,3.0,7.38,5.0,4.8,3.7,0.5,Feminino,,2022,Pública,,,4.0,Moderada,1
RA-465,2023,3,3,0,Topázio,8.012875,7.5,9.4,2.52,7.96875,8.5,8.17,10.0,8.3,8.2,9.0,Masculino,,2019,Pública,,,4.0,Em fase/Avancado,0
RA-442,2023,3,3,0,Ágata,6.814166667,0.0,7.6,7.52,7.5,5.8,8.1275,10.0,6.7,6.5,4.3,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-300,2023,3,5,-2,Quartzo,5.616691667,5.0,7.5,2.52,6.40625,4.5,6.5875,5.0,4.5,5.3,3.8,Masculino,15.0,2022,Pública,,,4.0,Severa,1
RA-467,2023,3,4,-1,Ágata,6.552916667,6.3,9.2,3.14,7.1875,5.2,7.5425,5.0,6.0,6.0,3.7,Feminino,,2022,Pública,,,4.0,Moderada,1
RA-468,2023,3,4,-1,Quartzo,5.911108333,8.3,6.0,6.27,7.34375,3.4,6.715,5.0,4.8,3.0,2.3,Masculino,,2022,Pública,,,4.0,Moderada,1
RA-1162,2023,3,3,0,Ametista,7.44215,8.3,8.5,3.77,7.8125,6.0,7.7525,10.0,7.3,5.5,5.2,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-470,2023,3,4,-1,Ágata,6.993766667,8.8,9.2,5.0,7.5,4.9,7.71,5.0,6.0,4.3,4.5,Feminino,14.0,2019,Pública,,,4.0,Moderada,1
RA-474,2023,3,4,-1,Quartzo,5.283583333,0.0,7.8,5.0,7.1875,3.3,6.7575,5.0,4.8,3.8,1.2,Masculino,14.0,2019,Pública,,,4.0,Moderada,1
RA-476,2023,3,3,0,Ágata,6.492408333,7.9,7.0,2.52,7.34375,4.1,7.505,10.0,5.0,4.5,2.7,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-478,2023,3,3,0,Ágata,6.443616667,6.7,7.3,2.52,7.1875,4.4,7.2975,10.0,4.3,4.7,4.3,Feminino,12.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-410,2023,3,4,-1,Ágata,6.140808333,8.8,5.8,7.52,6.71875,4.9,6.0425,5.0,5.0,4.8,4.8,Masculino,,2018,Pública,,,4.0,Moderada,1
RA-411,2023,3,3,0,Ametista,7.779983333,6.2,9.0,7.52,7.8125,6.6,7.5425,10.0,5.7,6.7,7.3,Feminino,13.0,2019,Privada,,,4.0,Em fase/Avancado,0
RA-412,2023,3,3,0,Ametista,7.373891667,8.8,8.9,2.52,7.03125,6.2,7.585,10.0,5.8,5.2,7.7,Feminino,13.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-400,2023,3,4,-1,Ágata,6.529425,9.2,9.0,2.52,7.65625,4.1,7.375,5.0,4.8,4.7,2.8,Masculino,,2018,Pública,,,4.0,Moderada,1
RA-414,2023,3,3,0,Ametista,7.25025,0.0,9.5,7.52,7.8125,6.5,7.585,10.0,6.0,7.0,6.5,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-415,2023,3,3,0,Ametista,7.18805,7.1,8.2,7.52,7.8125,3.7,7.8325,10.0,2.8,4.0,4.3,Feminino,12.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-1163,2023,3,4,-1,Ametista,7.749391667,8.8,9.3,7.52,7.65625,7.2,7.75,5.0,7.0,6.7,8.0,Masculino,14.0,2023,Pública,,,4.0,Moderada,1
RA-273,2023,3,4,-1,Ágata,6.337116667,7.9,7.4,2.52,7.8125,5.0,7.6275,5.0,5.3,6.8,3.0,Feminino,14.0,2018,Pública,,,4.0,Moderada,1
RA-471,2023,3,3,0,Ágata,6.855541667,0.0,9.0,6.27,7.96875,5.0,8.125,10.0,6.3,4.0,4.8,Feminino,,2020,Pública,,,4.0,Em fase/Avancado,0
RA-416,2023,3,3,0,Topázio,8.144425,9.2,9.8,2.52,8.28125,7.6,8.3375,10.0,7.0,7.0,8.8,Masculino,13.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-417,2023,3,3,0,Topázio,8.257658333,5.4,9.7,7.52,8.28125,7.8,8.2125,10.0,6.7,8.3,8.3,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-305,2023,3,5,-2,Ágata,6.394291667,0.0,8.9,7.52,7.65625,5.2,7.75,5.0,5.2,4.8,5.7,Masculino,15.0,2019,Pública,,,4.0,Severa,1
RA-418,2023,3,2,1,Topázio,8.1686,8.8,10.0,2.52,8.125,8.1,8.045,10.0,6.7,8.3,9.3,Feminino,,2020,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-419,2023,3,3,0,Ametista,7.7261,6.7,9.5,2.52,8.125,7.6,7.875,10.0,7.0,7.3,8.5,Feminino,,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-421,2023,3,3,0,Topázio,8.030716667,9.2,9.9,2.52,7.8125,7.3,8.17,10.0,8.0,6.2,7.8,Masculino,,2021,Pública,,,4.0,Em fase/Avancado,0
RA-407,2023,3,4,-1,Ametista,7.665083333,9.6,8.6,7.52,7.8125,7.3,7.5,5.0,7.3,7.2,7.3,Masculino,14.0,2022,Pública,,,4.0,Moderada,1
RA-425,2023,3,3,0,Topázio,8.10555,9.2,9.9,2.52,7.8125,7.5,8.3775,10.0,6.7,7.3,8.5,Masculino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-426,2023,3,4,-1,Ágata,6.329158333,5.4,7.6,5.0,7.65625,5.0,7.5425,5.0,4.7,5.2,5.0,Feminino,,2022,Pública,,,4.0,Moderada,1
RA-430,2023,3,4,-1,Ametista,7.146716667,9.2,9.3,2.52,7.8125,6.4,7.75,5.0,7.3,5.5,6.5,Masculino,14.0,2022,Pública,,,4.0,Moderada,1
RA-1164,2023,3,3,0,Ágata,6.910091667,9.2,7.5,2.52,7.65625,4.8,7.545,10.0,7.0,7.5,0.0,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1165,2023,3,3,0,Ametista,7.880716667,9.2,9.1,5.0,7.1875,7.3,7.2925,10.0,7.0,6.0,9.0,Feminino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-432,2023,3,5,-2,Ágata,6.850183333,8.8,9.0,2.52,7.8125,5.2,8.0425,5.0,5.0,6.3,4.2,Feminino,,2019,Pública,,,4.0,Severa,1
RA-303,2023,3,5,-2,Quartzo,5.914291667,0.0,7.3,7.52,7.65625,5.1,7.05,5.0,5.7,5.2,4.5,Masculino,15.0,2019,Pública,,,4.0,Severa,1
RA-420,2023,3,3,0,Ametista,7.356358333,8.3,9.3,2.52,7.65625,5.3,7.96,10.0,5.7,5.8,4.3,Feminino,,2019,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1166,2023,3,5,-2,Ametista,7.307858333,8.3,9.6,7.52,7.65625,4.8,7.9175,5.0,5.3,2.8,6.2,Feminino,15.0,2023,Pública,,,4.0,Severa,1
RA-1167,2023,3,6,-3,Ágata,6.021891667,8.8,7.6,2.52,7.65625,3.8,7.9625,2.5,6.0,3.7,1.8,Masculino,16.0,2023,Pública,,,4.0,Severa,1
RA-424,2023,3,3,0,Ametista,7.72685,8.8,9.9,2.52,7.8125,6.4,7.7925,10.0,5.0,6.7,7.5,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-398,2023,3,2,1,Ametista,7.153766667,6.7,8.1,2.52,7.5,6.5,7.7925,10.0,9.3,5.8,4.5,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-399,2023,3,3,0,Ametista,7.000033333,7.9,8.2,2.52,7.5,4.7,8.165,10.0,5.0,4.2,4.8,Feminino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-428,2023,3,3,0,Ametista,7.821816667,8.3,9.5,2.52,7.8125,7.2,8.0425,10.0,9.3,4.7,7.7,Masculino,,2022,Pública,,,4.0,Em fase/Avancado,0
RA-315,2023,3,4,-1,Quartzo,5.977708333,0.0,6.8,5.0,7.96875,6.3,7.8375,5.0,5.7,6.8,6.3,Feminino,,2022,Pública,,,4.0,Moderada,1
RA-402,2023,3,3,0,Ágata,6.632716667,9.2,7.3,2.52,7.8125,4.2,6.88,10.0,4.7,4.0,4.0,Feminino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-1168,2023,3,3,0,Quartzo,5.886625,0.0,8.8,2.52,7.65625,3.5,7.045,10.0,5.0,2.0,3.5,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-613,2023,3,4,-1,Ágata,6.864508333,9.2,9.4,5.0,6.71875,4.8,7.2125,5.0,4.3,6.2,3.8,Masculino,14.0,2020,Pública,,,4.0,Moderada,1
RA-304,2023,3,5,-2,Ágata,6.241583333,0.0,8.8,5.0,7.8125,5.7,7.835,5.0,7.0,3.7,6.3,Masculino,,2020,Pública,,,4.0,Severa,1
RA-457,2023,3,3,0,Topázio,8.256833333,7.5,8.6,7.52,8.125,8.1,8.045,10.0,6.7,8.5,9.0,Feminino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-307,2023,3,5,-2,Ágata,6.047333333,0.0,6.5,7.52,7.5,6.3,7.46,5.0,6.3,7.3,5.2,Masculino,,2022,Pública,,,4.0,Severa,1
RA-283,2023,3,5,-2,Ametista,7.549025,8.3,9.5,7.52,7.03125,6.8,7.5025,5.0,6.8,4.8,8.8,Masculino,15.0,2020,Pública,,,4.0,Severa,1
RA-459,2023,3,3,0,Topázio,8.240016667,6.7,9.3,7.52,7.1875,8.3,7.88,10.0,8.3,9.2,7.5,Masculino,13.0,2019,Pública,,,4.0,Em fase/Avancado,0
RA-440,2023,3,3,0,Ágata,6.989208333,0.0,8.2,7.52,7.96875,6.2,7.835,10.0,7.3,7.0,4.2,Masculino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-443,2023,3,4,-1,Ágata,6.895508333,7.1,7.5,2.52,7.96875,7.6,8.125,5.0,7.0,8.7,7.0,Feminino,14.0,2019,Pública,,,4.0,Moderada,1
RA-454,2023,3,5,-2,Quartzo,4.603416667,0.0,7.5,5.0,4.6875,2.6,5.54,5.0,4.2,1.2,2.5,Masculino,15.0,2018,Pública,,,4.0,Severa,1
RA-444,2023,3,2,1,Quartzo,5.958791667,0.0,7.9,5.0,6.40625,4.7,6.4575,10.0,4.7,5.8,3.7,Masculino,11.0,2018,Pública,,,4.0,Em fase/Avancado,0
RA-170,2023,3,5,-2,Ametista,7.062433333,8.8,8.9,2.52,6.875,7.2,7.6725,5.0,6.3,8.7,6.5,Feminino,15.0,2018,Privada - Programa de Apadrinhamento,,,4.0,Severa,1
RA-1169,2023,3,4,-1,Ametista,7.213625,7.5,9.5,5.0,7.03125,6.3,8.0025,5.0,6.8,7.3,4.8,Feminino,,2023,Pública,,,4.0,Moderada,1
RA-458,2023,3,4,-1,Ágata,6.312083333,9.6,6.9,7.52,7.1875,3.8,6.2475,5.0,4.3,4.8,2.2,Masculino,,2019,Pública,,,4.0,Moderada,1
RA-1170,2023,3,4,-1,Ágata,6.874683333,8.8,7.7,7.52,7.1875,5.9,6.5775,5.0,6.0,6.8,4.8,Masculino,,2023,Pública,,,4.0,Moderada,1
RA-1171,2023,3,4,-1,Ametista,7.856033333,7.9,8.4,5.0,8.75,8.7,8.88,5.0,7.3,9.0,9.7,Masculino,14.0,2023,Pública,,,4.0,Moderada,1
RA-449,2023,3,3,0,Ametista,7.396508333,7.1,7.2,7.52,7.34375,7.0,6.8425,10.0,5.5,7.7,7.7,Feminino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-462,2023,3,5,-2,Ágata,6.2267,10.0,8.1,5.0,7.5,2.7,6.5825,5.0,4.0,2.8,1.3,Feminino,,2022,Pública,,,4.0,Severa,1
