ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-1130,2024,3,3,0,Ágata,6.563952941199999,8.751,6.278431372666667,8.13,6.875,4.333333333333333,5.33,10.0,7.5,3.5,2.0,Masculino,12.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-1168,2024,3,4,-1,Ágata,6.864053921600001,9.585,7.682352941333334,7.51,7.1875,5.666666666666667,6.33,5.0,8.5,3.5,5.0,Feminino,14.0,2023,Pública,,,2.0,Moderada,1
RA-613,2024,3,4,-1,Ametista,7.4019,8.334,9.566666666666666,7.51,6.875,7.333333333333333,6.25,5.0,8.0,6.0,8.0,Masculino,15.0,2021,Pública,,,2.0,Moderada,1
RA-433,2024,3,3,0,Ametista,7.218157142866668,7.918,8.380952381,8.13,6.875,4.833333333333333,6.415,10.0,6.5,4.0,4.0,Masculino,14.0,2022,Pública,,,2.0,Em fase/Avancado,0
RA-1547,2024,3,4,-1,Ágata,6.748480626800001,7.917,6.467236467333334,8.13,7.5,6.666666666666667,6.335,5.0,9.5,6.0,4.5,Feminino,14.0,2024,Pública,,,2.0,Moderada,1
RA-1548,2024,3,3,0,Ágata,6.482499715066667,8.334,5.2421652420000004,7.51,7.5,4.833333333333333,5.665,10.0,9.0,4.5,1.0,Feminino,13.0,2024,Pública,,,2.0,Em fase/Avancado,0
RA-304,2024,3,6,-3,Ágata,6.852411484600001,10.002,7.826890756333333,7.51,6.875,7.166666666666667,5.825,2.5,9.0,5.5,7.0,Masculino,16.0,2021,Pública,,,2.0,Severa,1
RA-1549,2024,3,5,-2,Ágata,6.514862200466668,9.585,7.441394335666668,7.51,7.1875,4.166666666666667,6.325,5.0,5.5,3.0,4.0,Masculino,15.0,2024,Pública,,,2.0,Severa,1
RA-632,2024,3,3,0,Ametista,7.515491249000001,7.917,8.999164578333334,6.875,8.28125,4.166666666666667,7.875,10.0,0.0,6.0,6.5,Feminino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-633,2024,3,3,0,Quartzo,5.228470175466667,4.584,4.707017544,2.51,6.875,3.3333333333333335,6.1175,10.0,4.0,6.0,0.0,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1137,2024,3,2,1,Ametista,7.1837526524666675,8.334,7.588638262333333,8.13,8.28125,3.5,7.4575,10.0,1.0,4.5,5.0,Feminino,11.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-646,2024,3,4,-1,Ametista,7.715491666666668,10.002,9.266666666666667,7.51,8.28125,6.166666666666667,7.7475,5.0,9.0,4.5,5.0,Masculino,14.0,2021,Pública,,,4.0,Moderada,1
RA-1550,2024,3,4,-1,Ágata,6.064236111066667,9.585,5.222222222,7.51,7.03125,4.333333333333333,6.2025,5.0,5.0,3.0,5.0,Masculino,15.0,2024,Pública,,,4.0,Moderada,1
RA-1139,2024,3,2,1,Ágata,6.906276357600001,8.334,6.152715121333333,7.51,7.5,4.666666666666667,7.04,10.0,5.0,3.0,6.0,Masculino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-444,2024,3,4,-1,Quartzo,5.410188638266668,8.334,6.377276524666667,2.51,6.25,3.6666666666666665,5.96,5.0,2.0,5.0,4.0,Masculino,14.0,2021,Pública,,,4.0,Moderada,1
RA-445,2024,3,3,0,Ametista,7.3416246032,7.917,8.715873016,7.51,7.8125,4.0,7.3725,10.0,3.0,6.0,3.0,Masculino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-639,2024,3,3,0,Quartzo,5.7693807644,7.917,5.278195488666667,2.51,6.71875,3.8333333333333335,6.1625,10.0,1.0,4.5,6.0,Feminino,12.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1142,2024,3,3,0,Topázio,8.390566666666668,8.334,9.133333333333333,7.51,8.125,8.5,7.335,10.0,10.0,8.0,7.5,Feminino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1551,2024,3,5,-2,Quartzo,5.9717087542,9.585,4.7710437709999995,7.51,7.5,3.5,6.79,5.0,1.0,5.5,4.0,Masculino,15.0,2024,Pública,,,4.0,Severa,1
RA-458,2024,3,4,-1,Quartzo,5.680161507933333,8.751,3.7396825396666666,6.88,7.03125,4.0,6.83,5.0,3.0,4.0,5.0,Masculino,15.0,2021,Pública,,,4.0,Moderada,1
RA-1552,2024,3,3,0,Ametista,7.443301282066667,9.585,9.743589743666666,7.51,7.1875,3.1666666666666665,7.165,10.0,1.0,4.5,4.0,Masculino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1170,2024,3,5,-2,Ágata,6.095440873,9.168,5.565079365,8.13,7.03125,3.5,6.7475,5.0,1.0,2.5,7.0,Masculino,15.0,2023,Pública,,,4.0,Severa,1
RA-642,2024,3,3,0,Ametista,7.082591269866667,9.585,9.149206349333333,3.76,7.1875,4.0,6.9975,10.0,2.0,5.0,5.0,Feminino,12.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1553,2024,3,3,0,Ametista,7.641184313700001,8.334,9.003921568666668,7.51,8.333333333,4.333333333333333,7.78,10.0,6.0,5.0,2.0,Masculino,13.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-1554,2024,3,5,-2,Ágata,6.941692592633334,6.666,9.629629629666667,8.76,7.291666667,4.0,7.22,5.0,3.0,,5.0,Masculino,15.0,2024,Pública,,,3.0,Severa,1
RA-649,2024,3,3,0,Ágata,6.985329691766667,8.751,6.004481792666667,8.76,8.333333333,3.6666666666666665,7.333333333,10.0,5.5,4.0,1.5,Feminino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1136,2024,3,4,-1,Quartzo,5.458179831866667,8.751,4.547899159666667,8.135,7.5,1.6666666666666667,6.383333333,5.0,1.0,2.0,2.0,Feminino,14.0,2023,Pública,,,3.0,Moderada,1
RA-653,2024,3,3,0,Topázio,8.103217647033333,8.751,9.537254901999999,8.76,8.333333333,5.166666666666667,7.89,10.0,6.5,4.5,4.5,Feminino,13.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-456,2024,3,3,0,Topázio,8.331124561366668,7.083,9.382456140333334,7.51,9.166666667,6.5,8.893333333,10.0,9.0,6.0,4.5,Feminino,13.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-655,2024,3,3,0,Topázio,8.238600000066668,7.501,10.0,8.76,8.125,6.833333333333333,7.166666667,10.0,8.0,4.0,8.5,Feminino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-656,2024,3,3,0,Ágata,6.668152941266667,9.168,5.978431372666667,7.51,7.5,4.166666666666667,6.106666667,10.0,5.0,3.5,4.0,Feminino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-657,2024,3,3,0,Topázio,8.207433333400001,8.751,9.6,6.885,8.125,7.5,7.056666667,10.0,8.0,4.5,10.0,Feminino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1555,2024,3,3,0,Ametista,7.4827333334,8.334,10.0,6.255,8.125,3.0,8.056666667,10.0,9.0,0.0,0.0,Masculino,13.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-461,2024,3,3,0,Ametista,7.5447559291,8.751,9.182446312,7.51,7.708333333,4.5,7.056666667,10.0,3.0,4.5,6.0,Feminino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-398,2024,3,3,0,Ametista,7.2457999999666685,7.083,5.733333333333333,7.51,7.291666667,8.0,6.553333333,10.0,8.5,7.5,8.0,Feminino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-586,2024,3,2,1,Topázio,8.702387301666668,9.168,9.241269841333333,7.51,8.75,8.5,8.056666667,10.0,7.5,8.0,10.0,Feminino,11.0,2021,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-623,2024,3,4,-1,Ágata,6.357733333300001,8.334,7.3999999999999995,6.885,6.458333333,4.0,7.05,5.0,3.5,2.5,6.0,Masculino,15.0,2022,Pública,,,3.0,Moderada,1
RA-588,2024,3,2,1,Topázio,8.676133333333334,9.168,9.833333333333334,7.51,8.75,7.833333333333333,8.0,10.0,8.5,8.0,7.0,Feminino,11.0,2021,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-626,2024,3,3,0,Ágata,6.407590225500001,9.585,3.380451127666667,6.885,7.291666667,5.333333333333333,6.443333333,10.0,5.5,3.5,7.0,Masculino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1556,2024,3,3,0,Ágata,6.666811111166668,7.917,5.222222222333333,7.51,7.916666667,4.0,7.44,10.0,3.5,,4.5,Masculino,14.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-455,2024,3,3,0,Ametista,7.098988888900001,8.751,6.111111111,8.13,8.333333333,4.5,7.276666667,10.0,3.0,6.5,4.0,Feminino,14.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-614,2024,3,4,-1,Ametista,7.8284999999666685,9.585,9.700000000000001,7.51,7.916666667,6.833333333333333,7.603333333,5.0,8.0,4.5,8.0,Masculino,14.0,2021,Pública,,,3.0,Moderada,1
RA-434,2024,3,3,0,Ágata,6.610947619100001,7.084,5.061904762,7.51,7.291666667,5.5,6.55,10.0,5.5,5.5,5.5,Masculino,13.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-603,2024,3,3,0,Ágata,6.942277777866667,9.585,7.155555555666666,6.885,6.875,4.666666666666667,6.216666667,10.0,4.5,5.5,4.0,Masculino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-1133,2024,3,2,1,Topázio,8.238553968266668,9.168,9.841269841333334,8.75,8.125,4.5,8.83,10.0,5.0,3.5,5.0,Feminino,11.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-616,2024,3,3,0,Quartzo,5.457877193033333,7.5,3.087719298333333,6.885,6.458333333,3.8333333333333335,4.946666667,10.0,3.0,3.5,5.0,Masculino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1134,2024,3,3,0,Ametista,7.7564571427,8.751,8.914285714,7.51,7.708333333,6.0,6.883333333,10.0,6.0,5.5,6.5,Masculino,12.0,2023,Pública,,,3.0,Em fase/Avancado,0
RA-1557,2024,3,3,0,Topázio,8.228500000033334,9.585,8.916666666666666,7.51,7.916666667,7.0,7.72,10.0,6.0,,8.0,Feminino,14.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-670,2024,3,2,1,Topázio,8.8602539683,9.585,9.441269841333334,7.51,8.958333333,8.666666666666666,8.166666667,10.0,9.0,7.0,10.0,Feminino,12.0,2022,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-620,2024,3,3,0,Quartzo,5.766892063566667,8.334,3.9841269843333333,7.51,7.083333333,2.5,5.886666667,10.0,3.5,2.5,1.5,Masculino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1149,2024,4,5,-1,Topázio,8.1371,8.334,10.0,10.0,8.625,6.0,8.706,5.0,2.0,6.0,10.0,Feminino,15.0,2023,Pública,,,5.0,Moderada,1
RA-1558,2024,4,5,-1,Ametista,7.643772047733333,9.168,8.705360238666666,8.755,8.5,5.5,8.302,5.0,5.0,5.5,6.0,Masculino,16.0,2024,Pública,,,5.0,Moderada,1
RA-326,2024,4,3,1,Topázio,8.832389092333335,9.168,8.973112128333334,6.26,8.875,9.333333333333334,8.704,10.0,10.0,9.0,9.0,Feminino,14.0,2022,Privada,,,5.0,Em fase/Avancado,0
RA-339,2024,4,3,1,Ametista,7.711540746133334,7.5,7.155537064000001,5.635,8.0,8.166666666666666,7.668,10.0,8.0,7.0,9.5,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-179,2024,4,3,1,Topázio,8.932712280733334,9.168,9.407894737,9.38,8.75,8.166666666666666,8.44,10.0,7.0,8.0,9.5,Masculino,13.0,2022,Privada,,,5.0,Em fase/Avancado,0
RA-1559,2024,4,5,-1,Ágata,6.330428437666668,7.917,5.2929755216666665,6.885,8.375,4.666666666666667,7.604,5.0,8.0,0.0,6.0,Feminino,15.0,2024,Pública,,,5.0,Moderada,1
RA-332,2024,4,3,1,Topázio,8.421271701,9.585,7.605358505000001,9.38,8.625,7.0,8.706,10.0,7.0,7.0,7.0,Masculino,15.0,2021,Privada - Programa de Apadrinhamento,,,5.0,Em fase/Avancado,0
RA-1560,2024,4,3,1,Topázio,8.4721031746,9.168,9.206349206333334,5.635,8.5,8.166666666666666,8.336,10.0,6.0,8.5,10.0,Feminino,14.0,2024,Privada,,,5.0,Em fase/Avancado,0
RA-1153,2024,4,5,-1,Topázio,8.268876190466667,8.751,9.702380952333334,5.635,8.75,8.5,9.074,5.0,8.0,8.5,9.0,Feminino,15.0,2021,Privada - Programa de Apadrinhamento,,,5.0,Moderada,1
RA-183,2024,4,4,0,Topázio,8.266902371533334,7.917,9.249011857666666,6.26,8.25,7.5,8.372,10.0,5.0,7.5,10.0,Feminino,15.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-199,2024,4,5,-1,Ametista,7.419398245666667,8.334,7.554824561666667,6.88,8.125,7.166666666666667,8.206,5.0,5.0,9.0,7.5,Masculino,15.0,2022,Privada,,,5.0,Moderada,1
RA-1561,2024,4,5,-1,Ametista,7.9402206349333335,9.585,9.174603174666666,5.0,8.0,9.0,7.734,5.0,8.5,8.5,10.0,Masculino,16.0,2024,Pública,,,5.0,Moderada,1
RA-336,2024,4,4,0,Ágata,6.834286748466667,7.5,5.512100409000001,6.26,7.5,5.833333333333333,7.196,10.0,6.0,6.5,5.0,Masculino,15.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-347,2024,4,3,1,Topázio,8.384742583733333,8.751,9.673046251999999,6.885,8.0,7.666666666666667,7.766,10.0,6.5,7.5,9.0,Feminino,14.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-397,2024,4,6,-2,Ágata,6.807291921866668,7.918,7.885292942666666,5.63,7.625,5.666666666666667,7.398,5.0,5.0,4.5,7.5,Feminino,16.0,2021,Pública,,,5.0,Severa,1
RA-338,2024,4,4,0,Topázio,8.052795331466667,9.168,7.441643324,7.51,7.625,6.833333333333333,8.8375,10.0,5.0,8.0,7.5,Masculino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-392,2024,4,5,-1,Quartzo,4.3639463364,9.585,5.414731682,5.635,3.5,1.0,3.545,5.0,0.0,2.0,1.0,Masculino,16.0,2022,Pública,,,4.0,Moderada,1
RA-352,2024,4,3,1,Quartzo,5.9794829346,8.334,4.453748006333333,6.26,6.375,3.1666666666666665,6.7925,10.0,2.0,5.5,2.0,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1562,2024,4,6,-2,Quartzo,5.458833333333334,6.25,8.666666666666666,5.01,6.25,0.5,6.8725,5.0,0.5,,,Feminino,16.0,2024,Pública,,,4.0,Severa,1
RA-367,2024,4,3,1,Ametista,7.209434085200001,9.168,7.268170426,6.26,6.875,5.0,7.6275,10.0,2.0,5.5,7.5,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1563,2024,4,5,-1,Ametista,7.604211111133335,8.751,8.305555555666666,7.51,7.25,7.0,8.46,5.0,5.0,7.5,8.5,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-1564,2024,4,5,-1,Quartzo,5.0761468806000005,8.334,4.942067736333334,6.885,5.75,2.1666666666666665,5.2875,5.0,1.0,3.5,2.0,Masculino,15.0,2024,Pública,,,4.0,Moderada,1
RA-1565,2024,4,5,-1,Quartzo,5.816448179266667,0.0,8.102240896333333,7.51,6.375,5.5,6.0375,5.0,7.0,3.0,6.5,Masculino,16.0,2024,Pública,,,4.0,Moderada,1
RA-1566,2024,4,6,-2,Ametista,7.759243871133334,9.168,9.247219355666667,7.51,7.75,6.5,8.335,5.0,3.0,8.0,8.5,Feminino,17.0,2024,Pública,,,4.0,Severa,1
RA-1567,2024,4,6,-2,Ametista,7.913942087533334,8.334,8.771043771,7.51,7.75,8.166666666666666,8.335,5.0,5.0,9.5,10.0,Feminino,16.0,2024,Pública,,,4.0,Severa,1
RA-356,2024,4,3,1,Ágata,6.627336016533334,8.334,6.656346749333334,5.635,5.25,5.333333333333333,6.5375,10.0,1.0,7.0,8.0,Masculino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1568,2024,4,5,-1,Ametista,7.8003261438000004,9.168,7.493464052333334,7.51,8.0,8.166666666666666,8.5025,5.0,7.5,7.5,9.5,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-247,2024,4,4,0,Ágata,6.646485739800001,0.0,8.306595365666666,6.26,7.75,4.333333333333333,8.5875,10.0,0.0,5.0,8.0,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-204,2024,4,4,0,Ametista,7.838218894866668,9.168,6.827094474333333,6.26,7.125,7.5,8.5875,10.0,5.0,7.5,10.0,Feminino,15.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1569,2024,4,6,-2,Quartzo,5.7191555556,6.666,7.111111111333334,6.26,6.875,2.1666666666666665,6.9175,5.0,2.0,3.0,1.5,Feminino,17.0,2024,Pública,,,4.0,Severa,1
RA-1570,2024,4,5,-1,Ametista,7.894084175066667,9.585,7.542087542,7.51,7.75,8.333333333333334,8.6725,5.0,6.5,9.0,9.5,Feminino,16.0,2024,Pública,,,4.0,Moderada,1
RA-1571,2024,4,5,-1,Ametista,7.2484555556,8.334,9.111111111333335,5.005,7.5,5.666666666666667,8.545,5.0,5.0,6.0,6.0,Masculino,16.0,2024,Pública,,,4.0,Moderada,1
RA-1572,2024,4,5,-1,Topázio,8.080345634866667,9.168,9.841269841333334,7.51,7.65625,7.5,8.393333333,5.0,7.5,6.5,8.5,Feminino,15.0,2024,Pública,,,3.0,Moderada,1
RA-1150,2024,4,6,-2,Ametista,7.1023212964,8.334,6.481481481666667,7.51,7.65625,6.833333333333333,7.946666667,5.0,4.0,6.5,10.0,Masculino,17.0,2023,Pública,,,3.0,Severa,1
RA-1573,2024,4,5,-1,Ágata,6.743847969266667,9.168,6.120448179333334,6.26,7.65625,5.0,8.556666667,5.0,0.0,6.0,9.0,Masculino,16.0,2024,Pública,,,3.0,Moderada,1
RA-1574,2024,4,5,-1,Ametista,7.777244180000001,8.751,8.399470899666667,7.51,7.8125,7.333333333333333,8.616666667,5.0,7.0,6.0,9.0,Feminino,16.0,2024,Pública,,,3.0,Moderada,1
RA-1151,2024,4,3,1,Topázio,8.749111111066668,7.5,9.722222222333334,5.635,8.125,9.0,9.393333333,10.0,9.0,8.0,10.0,Feminino,13.0,2023,Pública,,,3.0,Em fase/Avancado,0
RA-1575,2024,4,5,-1,Ametista,7.318459391466667,9.168,8.624338624,6.885,7.65625,5.333333333333333,8.28,5.0,0.0,7.5,8.5,Feminino,16.0,2024,Pública,,,3.0,Moderada,1
RA-1081,2024,4,4,0,Topázio,8.5452952381,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,9.5,8.0,9.0,Feminino,15.0,2023,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-342,2024,4,5,-1,Ágata,6.757026587266667,8.751,7.728174603333334,6.26,7.65625,4.5,7.723333333,5.0,6.5,7.0,0.0,Feminino,16.0,2021,Pública,,,3.0,Moderada,1
RA-1576,2024,4,5,-1,Ametista,7.4636202380666665,8.334,9.523809523666666,5.635,6.40625,6.666666666666667,8.44,5.0,7.5,4.5,8.0,Feminino,16.0,2024,Pública,,,3.0,Moderada,1
RA-187,2024,4,4,0,Topázio,8.568424074066666,8.751,9.537037037,5.635,8.4375,7.833333333333333,9.06,10.0,7.5,7.0,9.0,Feminino,14.0,2021,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-359,2024,4,3,1,Ametista,7.492006349133335,9.168,7.162698412666667,6.26,7.5,5.5,8.333333333,10.0,4.0,4.5,8.0,Feminino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1577,2024,4,5,-1,Ágata,6.305585581933334,10.002,4.993386243333333,7.51,7.34375,4.333333333333333,7.273333333,5.0,4.0,7.0,2.0,Masculino,16.0,2024,Pública,,,3.0,Moderada,1
RA-236,2024,4,4,0,Ágata,6.980833740133334,9.168,7.890668700666666,6.26,6.875,4.5,6.362,10.0,1.5,4.0,8.0,Feminino,14.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-249,2024,4,6,-2,Ágata,6.125104328999999,7.083,6.645021645,5.0,6.75,5.0,7.064,5.0,1.0,8.0,6.0,Masculino,16.0,2021,Pública,,,5.0,Severa,1
RA-239,2024,4,7,-3,Ágata,6.782180868800001,8.751,6.361737677333333,5.635,7.875,6.666666666666667,8.502,2.5,4.0,10.0,6.0,Feminino,17.0,2021,Pública,,,5.0,Severa,1
RA-382,2024,4,5,-1,Quartzo,5.805712280733333,9.168,6.324561403666666,5.63,6.75,3.0,6.43,5.0,2.0,3.0,4.0,Masculino,16.0,2021,Pública,,,5.0,Moderada,1
RA-383,2024,4,3,1,Topázio,8.036024386733335,9.168,8.600288600333334,7.51,7.875,5.833333333333333,8.47,10.0,1.0,8.0,8.5,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1155,2024,4,5,-1,Ametista,7.119011111133333,8.334,8.888888889,5.005,8.0,4.666666666666667,8.87,5.0,6.0,8.0,0.0,Feminino,15.0,2023,Pública,,,5.0,Moderada,1
RA-384,2024,4,4,0,Topázio,8.072200721466668,7.5,8.607503607333333,7.51,7.625,7.5,7.936,10.0,5.0,9.5,8.0,Feminino,14.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1156,2024,4,3,1,Ágata,6.6777135642,7.5,7.821067821,7.51,7.125,2.0,7.5,10.0,6.0,0.0,0.0,Feminino,13.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-1578,2024,4,3,1,Ametista,7.880605848,8.334,6.761695906666667,7.51,7.5,7.333333333333333,8.636,10.0,6.0,6.0,10.0,Feminino,13.0,2024,Pública,,,5.0,Em fase/Avancado,0
RA-388,2024,4,5,-1,Quartzo,5.965307936466667,7.5,6.349206349,7.51,6.75,4.333333333333333,5.764,5.0,1.0,7.0,5.0,Feminino,16.0,2021,Pública,,,5.0,Moderada,1
RA-260,2024,4,4,0,Topázio,8.448920634933334,8.751,9.674603174666666,7.51,7.875,7.0,8.502,10.0,7.5,5.5,8.0,Feminino,15.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-395,2024,4,3,1,Ametista,7.169905291000001,8.751,6.921693121666666,6.26,7.25,4.333333333333333,8.464,10.0,2.5,5.5,5.0,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-262,2024,4,6,-2,Quartzo,5.806145462066667,7.917,4.854560643666667,7.51,7.0,4.166666666666667,6.296,5.0,1.0,4.5,7.0,Masculino,17.0,2021,Privada,,,5.0,Severa,1
RA-1579,2024,4,6,-2,Ametista,7.894385710733333,8.751,9.090261886999999,5.635,8.5,7.166666666666667,9.272,5.0,7.5,6.0,8.0,Feminino,16.0,2022,Pública,,,5.0,Severa,1
RA-1580,2024,4,5,-1,Ametista,7.790523996266667,8.751,9.049953314666666,7.51,7.875,6.166666666666667,9.168,5.0,5.0,7.5,6.0,Masculino,16.0,2024,Pública,,,5.0,Moderada,1
RA-377,2024,4,4,0,Ametista,7.480115873000001,9.168,7.698412698333333,7.51,7.125,5.166666666666667,7.634,10.0,4.0,6.5,5.0,Feminino,14.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-250,2024,4,4,0,Topázio,9.049892592566668,9.168,9.629629629666667,6.88,8.958333333,9.166666666666666,8.95,10.0,10.0,7.5,10.0,Feminino,14.0,2022,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-1581,2024,4,5,-1,Ágata,6.9787022855,8.334,7.834844760666667,6.26,7.083333333,6.333333333333333,7.386666667,5.0,7.0,4.5,7.5,Masculino,16.0,2024,Pública,,,3.0,Moderada,1
RA-1582,2024,4,5,-1,Ágata,6.472788888966667,8.334,8.069444444333334,6.255,6.666666667,4.5,6.666666667,5.0,7.0,2.0,4.5,Masculino,15.0,2024,Pública,,,3.0,Moderada,1
RA-1583,2024,4,5,-1,Ametista,7.8197579711000005,7.917,7.753623188333333,6.26,9.166666667,8.166666666666666,9.006666667,5.0,8.0,6.5,10.0,Feminino,15.0,2024,Pública,,,3.0,Moderada,1
RA-450,2024,4,5,-1,Ametista,7.526188206666666,8.751,8.954191033333332,5.63,7.8125,7.5,7.58,5.0,8.0,8.5,6.0,Masculino,15.0,2021,Pública,,,4.0,Moderada,1
RA-426,2024,4,5,-1,Ágata,6.6430030186,7.917,7.9050567596666665,4.38,7.65625,4.833333333333333,8.0,5.0,3.5,7.0,4.0,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-1584,2024,4,5,-1,Ametista,7.429837830666667,8.334,9.153439153333332,7.51,7.8125,5.5,8.1675,5.0,6.0,5.5,5.0,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-313,2024,4,5,-1,Ametista,7.2528500000000005,8.751,9.666666666666666,5.63,7.8125,4.833333333333333,8.1675,5.0,1.0,8.0,5.5,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-467,2024,4,4,0,Ametista,7.7298118421333335,7.917,9.140350877333333,5.01,7.34375,6.833333333333333,7.54,10.0,5.5,9.0,6.0,Feminino,15.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1585,2024,4,5,-1,Ágata,6.730367016866668,10.002,6.775210084333334,7.51,7.65625,4.0,7.7925,5.0,5.0,3.0,4.0,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-432,2024,4,5,-1,Ametista,7.167975,7.501,10.0,6.26,7.34375,5.5,7.2875,5.0,5.0,6.0,5.5,Feminino,16.0,2021,Pública,,,4.0,Moderada,1
RA-1586,2024,4,5,-1,Ágata,6.555764327466668,10.002,6.128654970666666,5.01,6.875,5.666666666666667,7.54,5.0,3.5,5.5,8.0,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-470,2024,4,4,0,Ágata,6.981130848,9.585,8.011695906666667,7.51,7.03125,3.3333333333333335,6.4975,10.0,3.5,4.0,2.5,Feminino,15.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-417,2024,4,4,0,Topázio,8.533628557533333,8.334,8.401559454333333,7.51,8.4375,8.833333333333334,8.2925,10.0,9.0,10.0,7.5,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-407,2024,4,4,0,Ametista,7.0875128168,8.334,7.614522417333333,6.26,7.96875,3.6666666666666665,7.875,10.0,2.0,5.0,4.0,Masculino,15.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1587,2024,4,6,-2,Ametista,7.34055,9.168,10.0,7.51,7.8125,3.75,8.2075,5.0,7.5,0.0,,Feminino,16.0,2024,Pública,,,4.0,Severa,1
RA-1588,2024,4,4,0,Ametista,7.303823728133333,7.917,8.640618640666666,7.51,7.5,4.0,7.415,10.0,3.5,4.5,,Feminino,14.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-424,2024,4,4,0,Ametista,7.341187280733334,8.334,9.616228070333333,7.51,7.34375,3.3333333333333335,7.1625,10.0,2.0,6.0,2.0,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-1193,2024,4,5,-1,Ágata,6.6304815790000005,8.751,7.763157895,5.635,7.8125,4.0,7.79,5.0,3.0,6.0,3.0,Feminino,15.0,2023,Pública,,,4.0,Moderada,1
